YT動画名,曲名,アーティスト,YT投稿日,YT再生数,Spotify URL
Judas,Judas,Lady Gaga,2021-06-24,58203939,https://open.spotify.com/track/4q57oGT90FfPHf7vWp32Ho
清水美依紗 - Starting Now 〜新しい私へ (Official Video),Starting Now,Miisha Shimizu,2021-06-21,22666640,https://open.spotify.com/track/7EGITWLpmKCzwZUdF5glhq
ずっと真夜中でいいのに。『あいつら全員同窓会』MV (ZUTOMAYO - Inside Joke),あいつら全員同窓会,ZUTOMAYO,2021-06-18,37929057,https://open.spotify.com/track/7rzoBRR4LbJZH5t7Q6qeTn
SawanoHiroyuki[nZk]:mizuki「Avid」×TVアニメ「８６―エイティシックス―」Collaboration Movie,Avid,SawanoHiroyuki[nZk],2021-06-11,19553741,https://open.spotify.com/track/28QpCzFbTf09Jsj2zuz58t
Memories,Memories,Maroon 5,2021-06-10,179168504,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
フォニイ / phony - kafu [オリジナル],フォニイ,ツミキ,2021-06-05,63245916,https://open.spotify.com/track/2UUwBDALzJuThY88Ro2lD2
米津玄師  - Pale Blue / Kenshi Yonezu,Pale Blue,Kenshi Yonezu,2021-06-04,74062157,https://open.spotify.com/track/1YcrPcT05eI3ojtTpJO8cE
Wicked Game,Wicked Games,Kiana Ledé,2021-06-03,49598598,https://open.spotify.com/track/0TYhf0MgEj4YJaKwo5c4Km
ピノキオピー - ノンブレス・オブリージュ feat. 初音ミク / Non-breath oblige,ノンブレス・オブリージュ,PinocchioP,2021-06-02,29207485,https://open.spotify.com/track/5blgKDJ31u2C27jOcya3k9
星野源 – 不思議 (Official Video),不思議,Gen Hoshino,2021-05-30,41692265,https://open.spotify.com/track/6NKn02oJDkUkRa9IHbMe3n
W/X/Y - Tani Yuuki (Official Lyric Video),W / X / Y,Tani Yuuki,2021-05-26,171078448,https://open.spotify.com/track/4IfrM44LofE9bSs6TDZS49
back number - 怪盗,怪盗,back number,2021-05-24,45121803,https://open.spotify.com/track/014Dp0tBp4d9uuFAvH1mlc
BTS (방탄소년단) 'Butter' Official MV,Butter,BTS,2021-05-21,1008791957,https://open.spotify.com/track/6jjYDGxVJsWS0a5wlVF5vS
Fujii Kaze - Kirari (Official Video),"きらり - Fujii Kaze Stadium Live ""Feelin' Good""",Fujii Kaze,2021-05-21,140956310,https://open.spotify.com/track/3yYhmI9MZcN5DFRTXDNqZg
traitor,traitor,Olivia Rodrigo,2021-05-20,180987624,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
drivers license,drivers license,Olivia Rodrigo,2021-05-20,97802897,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
deja vu,DEJA VU,dave rodgers,2021-05-20,116243634,https://open.spotify.com/track/6CRtIYDga4VKW5sV5rfAL3
超ときめき♡宣伝部 / 「すきっ！〜超ver〜」Live Edit ver,すきっ！～超ver～ - Live at Nakano Sunplaza 2021/12/26,Cho Tokimeki Sendenbu,2021-05-18,14284560,https://open.spotify.com/track/4E7NCiU4S4r7ek6Sq46dFk
Olivia Rodrigo - good 4 u (Official Video),good 4 u,Olivia Rodrigo,2021-05-14,500461629,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
手嶌葵｢明日への手紙（ドラマバージョン）｣,明日への手紙(ドラマバージョン),Aoi Teshima,2021-05-11,28113325,https://open.spotify.com/track/3eQvJHeGhhl5GVLWLQUEnK
変態紳士クラブ - YOKAZE / THE FIRST TAKE,YOKAZE - From THE FIRST TAKE,HENTAI SHINSHI CLUB,2021-05-07,22071715,https://open.spotify.com/track/0ekDf2PVGQTUR1qb6PaiYk
Official髭男dism - Cry Baby［Official Video］,Cry Baby,OFFICIAL HIGE DANDISM,2021-05-06,160227607,https://open.spotify.com/track/6wDntdm888mDo458RaYjGl
ReoNa 『ないない』-Music Video-,ないない,ReoNa,2021-04-29,13331388,https://open.spotify.com/track/3GsiCUipvdSCOSNVcHkJYl
MattyBRaps - Shine (Austin x Evie Cover),Shine,Kohjiya,2021-04-29,313285554,https://open.spotify.com/track/048J0Sug7SCwoJZsFMxXJW
[Alexandros] - 閃光 (MV),閃光,[Alexandros],2021-04-28,60848473,https://open.spotify.com/track/0msE3v0pQgGttnlZjrLzWj
Hey! Say! JUMP - ネガティブファイター [Official Music Video],ネガティブファイター,Hey! Say! JUMP,2021-04-27,18647390,https://open.spotify.com/track/6zcFQ9LQbYJ4QQPo5iPACG
【Ado】踊,踊,Ado,2021-04-27,217404357,https://open.spotify.com/track/0871AdnvzzSGr5XdTJaDHC
ENHYPEN (엔하이픈) 'Drunk-Dazed' Official MV,Drunk-Dazed,ENHYPEN,2021-04-26,144266592,https://open.spotify.com/track/1wcr8DjnN59Awev8nnKpQ4
しわあわせ / Vaundy ： MUSIC VIDEO,しわあわせ,Vaundy,2021-04-10,18384945,https://open.spotify.com/track/4GvJskA0Jn4NorP2YWxuaf
NiziU(니쥬) 2nd Single 『Poppin’ Shakin’』 MV,Poppin’ Shakin’,NiziU,2021-04-06,65875193,https://open.spotify.com/track/0jfFu1W96AlrsMqXSZZlSt
Wake Me Up,Wake Me Up,Avicii,2021-04-05,274021960,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
Da-iCE (大野雄大・花村想太) - CITRUS / THE FIRST TAKE,CITRUS - From THE FIRST TAKE,Da-iCE,2021-04-02,34274649,https://open.spotify.com/track/7yNv8OxbFXBipGhwWtqu1b
ずっと真夜中でいいのに。『勘冴えて悔しいわ』MV (ZUTOMAYO - Kansaete Kuyashiiwa),勘冴えて悔しいわ,ZUTOMAYO,2021-03-30,26483642,https://open.spotify.com/track/7zbfS30vKiHU8oBs6Wi1Qp
『んっあっあっ。』/SLAVE.V-V-R,んっあっあっ。,SLAVE.V-V-R,2021-03-28,13394601,https://open.spotify.com/track/3G2xJfPXUOoBGaV3uuDFAD
"Justin Bieber - Peaches ft. Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-03-19,775555537,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
優里『ドライフラワー』Official Music Video -ディレクターズカットver.-,ドライフラワー,Yuuri,2021-03-18,187797871,https://open.spotify.com/track/4kPlQKwtPrnqLgrmmKFSlA
YOASOBI - 優しい彗星  / THE FIRST TAKE,優しい彗星,YOASOBI,2021-03-10,37107873,https://open.spotify.com/track/19fhOFi6pNGeZe5uiFlm7c
DECO*27 - ヴァンパイア feat. 初音ミク,ヴァンパイア (feat. 初音ミク),DECO*27,2021-03-09,84655677,https://open.spotify.com/track/0jAfpcKfpTMh88dXAnkK8R
宇多田ヒカル『One Last Kiss』,One Last Kiss,Hikaru Utada,2021-03-08,96169864,https://open.spotify.com/track/5RhWszHMSKzb7KiXk4Ae0M
YOASOBI - 群青  / THE FIRST TAKE,群青,YOASOBI,2021-02-26,112377639,https://open.spotify.com/track/0T4AitQuq8IJhWBWuZwkFA
「五等分のカタチ」Music Video Full size (歌:中野家の五つ子),五等分のカタチ,中野家の五つ子,2021-02-17,11250312,https://open.spotify.com/track/3SzZPak8ThFZavzMzJ5ejZ
Sexy Zone「RIGHT NEXT TO YOU」（YouTube ver.）,RIGHT NEXT TO YOU,Hanauta Chill Tracks,2021-02-17,12840485,https://open.spotify.com/track/097ORXeb2ddGWdBrk29rAM
"FAKE TYPE. ""FAKE LAND"" MV",FAKE LAND,FAKE TYPE.,2021-02-16,36482958,https://open.spotify.com/track/5sAfloSZAFK0sUhmz6GfHH
【Ado】ギラギラ,ギラギラ,Ado,2021-02-14,184269548,https://open.spotify.com/track/2mSRPQsUDIXJFfo3CpKJBA
Love Story (Taylor’s Version),Love Story (Taylor’s Version),Taylor Swift,2021-02-12,59863218,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf
【Official】Uru 『ファーストラヴ』 映画「ファーストラヴ」主題歌,ファーストラヴ,Uru,2021-02-08,22446608,https://open.spotify.com/track/7zb1uDvLZvXGYKb13kAnhG
Cö shu Nie – give it back (Official Video) / TVアニメ『呪術廻戦』第2クール エンディング主題歌,give it back,Cö shu Nie,2021-01-29,17829293,https://open.spotify.com/track/3hHtEus1O9ZWI5boHttI5I
[TinyTAN | ANIMATION] - Dream ON,Animation,Jon Anderson,2021-01-15,123784657,https://open.spotify.com/track/3FOOXlc9RwaZiIAPdVcoQP
YOASOBI「怪物」Official Music Video　(YOASOBI - Monster),怪物,Relaxing Orgel,2021-01-13,392246588,https://open.spotify.com/track/19JvoIAWi9K9dxMb6ZPJkg
ヨルシカ - 春泥棒（OFFICIAL VIDEO）,春泥棒,ヨルシカ,2021-01-09,103796231,https://open.spotify.com/track/1rr2DJOxV0sHXeUXCAz1yf
Olivia Rodrigo - drivers license (Official Video),drivers license,Olivia Rodrigo,2021-01-08,568740572,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
たぶん,たぶん,YOASOBI,2021-01-05,53002155,https://open.spotify.com/track/62Lv9WcrfzJqhvYDbilJy3
群青,群青,YOASOBI,2021-01-05,100732909,https://open.spotify.com/track/0T4AitQuq8IJhWBWuZwkFA
夜に駆ける,夜に駆ける,YOASOBI,2021-01-05,177540179,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js
あの夢をなぞって,あの夢をなぞって,YOASOBI,2021-01-05,41530282,https://open.spotify.com/track/5ptl2PXkiSth54HCuGO7vN
Stay With Me - Miki Matsubara (sub. español) 真夜中のドア,真夜中のドア〜stay with me,Miki Matsubara,2020-12-25,26312483,https://open.spotify.com/track/5r7TNpLRQgSxe41xEaz3fF
Mrs. GREEN APPLE「点描の唄」Official Live Lyric Video,点描の唄,Mrs. GREEN APPLE,2020-12-24,65778558,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV
Snow Flower (feat. Peakboy) by V,Snow Flower,V,2020-12-24,82823075,https://open.spotify.com/track/34IGOyXR6cn0YI9VBu8m0y
【Ado】レディメイド,レディメイド,Ado,2020-12-24,107405805,https://open.spotify.com/track/3hkGr1uZjTdiAPZrk2NTiP
YOASOBI「ハルカ」Official Music Video,ハルカ,YOASOBI,2020-12-18,76137677,https://open.spotify.com/track/6wKmxUeMJAoz2GpMrw95z5
ずっと真夜中でいいのに。『正しくなれない』MV（ZUTOMAYO – Can’t Be Right）,正しくなれない,ZUTOMAYO,2020-12-17,54828146,https://open.spotify.com/track/2FHexlZenTsS3lsjUYHiDx
Da-iCE /「CITRUS」(日本テレビ系日曜ドラマ「極主夫道」主題歌) Music Video,CITRUS,Da-iCE,2020-12-13,31036489,https://open.spotify.com/track/2IL2asrtx7XM1y8fu2RMnR
1000年生きてる / いよわ feat.初音ミク（living millennium / Iyowa feat.Hatsune Miku）,1000年生きてる,いよわ,2020-12-11,18603984,https://open.spotify.com/track/6oY58VMNPDjjuhkqaPcqmF
Taylor Swift - willow (Official Music Video),Taylor Swift,Enjoy Music Club,2020-12-11,150660987,https://open.spotify.com/track/2x0gJ6bMjxS2D6ls3iMFYa
ムーンライト伝説,ムーンライト伝説,DALI,2020-12-03,13189021,https://open.spotify.com/track/3fbEsr4mfsFbKYOBU074Fy
あたらよ-10月無口な君を忘れる(Music Video),10月無口な君を忘れる,Atarayo,2020-11-28,58861432,https://open.spotify.com/track/006u4CXVO2cusq08RrMElQ
NiziU(니쥬) Debut Single『Step and a step』MV,Step and a step,NiziU,2020-11-24,124884746,https://open.spotify.com/track/5DgAgJbHcm74RyA9YKj6k1
Blue & Grey,Blue & Grey,BTS,2020-11-20,69900806,https://open.spotify.com/track/7Ki0hse0IfXEcXUlpyECbJ
"Shawn Mendes, Justin Bieber - Monster",Monster,ARASHI,2020-11-20,228371506,https://open.spotify.com/track/7jqRTdBUqNhJaI0fKdOClO
廻廻奇譚 - Eve MV,廻廻奇譚,Eve,2020-11-20,399235593,https://open.spotify.com/track/5MVjxslIF7mVtYo75Nk445
SEKAI NO OWARI「silent」,silent,SEKAI NO OWARI,2020-11-17,40294803,https://open.spotify.com/track/6c5k0VC9TBzlcKwtjpzFW2
TWICE 「BETTER」 Music Video,BETTER,TWICE,2020-11-10,60158573,https://open.spotify.com/track/0rSMzlAKNapoat4NdZYmi3
Da-iCE / 「CITRUS」(日本テレビ系日曜ドラマ「極主夫道」主題歌) Lyric Video,CITRUS,Da-iCE,2020-11-09,62370682,https://open.spotify.com/track/2IL2asrtx7XM1y8fu2RMnR
JO1｜'Shine A Light'  MV,Shine A Light,JO1,2020-11-09,17504477,https://open.spotify.com/track/5zs7vimHRTVyjmsQv3a1Dc
LiSA×Uru - 再会 (produced by Ayase) / THE FIRST TAKE,再会 (produced by Ayase),LiSA,2020-11-06,76362386,https://open.spotify.com/track/52IsIvHidofM9JMjw78Jyz
ジャニーズWEST - 証拠 [Official Music Video],証拠 (Cover) - ドラマ「正しいロックバンドの作り方」主題歌 - ジャニーズWEST - メロディー,Mobile Melody Series,2020-11-01,12986840,https://open.spotify.com/track/4tDLU82z21exLOeHghFeCk
優里 - ドライフラワー / THE FIRST TAKE,ドライフラワー,Yuuri,2020-10-30,126577013,https://open.spotify.com/track/4kPlQKwtPrnqLgrmmKFSlA
Fire On Fire (Bonus Track),Fire,MAZZEL,2020-10-29,54599976,https://open.spotify.com/track/572p7TSIZlvbUX4bs3rRa2
How Do You Sleep? (Bonus Track),How Do You Sleep?,Sam Smith,2020-10-29,41981055,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
【Official】Uru 『振り子』  映画『罪の声』主題歌,振り子,Uru,2020-10-28,14018602,https://open.spotify.com/track/0X8NGBkb32Pmyk2MuMvbm2
"TWICE ""I CAN'T STOP ME"" M/V",I CAN'T STOP ME,Pianella Piano,2020-10-26,535815755,https://open.spotify.com/track/1qOFk97JXGZCsGfmOL8QZv
【Ado】うっせぇわ,うっせぇわ,Ado,2020-10-23,359986930,https://open.spotify.com/track/5QS01sq07pThdktoNUxXRZ
機動戦士ガンダムSEED DESTINY Full Ending  君は僕に似ている by See-Saw 中日歌詞,君は僕に似ている,See-Saw,2020-10-18,10835864,https://open.spotify.com/track/27lDTUehlZwpuhNehaGk9J
ピノキオピー - ラヴィット feat. 初音ミク / Loveit,ラヴィット,PinocchioP,2020-10-16,27392137,https://open.spotify.com/track/1ur49kBrFRricLdeZISDEu
LiSA 『炎』 -MUSiC CLiP-,炎,LiSA,2020-10-13,329600836,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn
back number - 瞬き (full),瞬き,back number,2020-10-04,39820796,https://open.spotify.com/track/7hIfpcdUZcyCKHYy8gp49E
back number - オールドファッション (full),オールドファッション,back number,2020-10-04,34281034,https://open.spotify.com/track/0Xn30nT5EKFPsWvpiJ2Iav
back number - HAPPY BIRTHDAY (full),HAPPY BIRTHDAY,back number,2020-10-04,57419415,https://open.spotify.com/track/4FMz2RFrbDGzJO7K4D0vS3
"Manasu Maree Full video Song | V Songs | Nani, Aditi Rao Hydari | Amit Trivedi",Manasu Maree,"Amit Trivedi, Shashaa Tirupati, Yazin Nizar",2020-10-03,69849610,https://open.spotify.com/track/57xczqwxDF0HZsuPyVEJXa
ライオン,ライオン,May'n,2020-09-30,24093276,https://open.spotify.com/track/35HhTsMus2B7hA7rfbrp84
Rock Pacman vs Giant ghost,Rock Me,MEGA NRG MAN,2020-09-26,87051081,https://open.spotify.com/track/0egJEdfNCuwU8BBy6fOSvY
Snow Man「Stories」MV（YouTube ver.）,Stories,Snow Man,2020-09-26,18661249,https://open.spotify.com/track/44YEzhC1OlKbShO0Eor7TD
"Yoshito Fuchigami, Hiroaki Takeuchi - もっと遠くへ (From ""Moana"")",もっと遠くへ,Remioromen,2020-09-25,19779478,https://open.spotify.com/track/3VNZj8h3rgxqelvwpnf95S
"Tomona Yabiku - どこまでも ～How Far I'll Go～ (From ""Moana"")",どこまでも～How Far I'll Go～,α Healing,2020-09-25,74759659,https://open.spotify.com/track/0fq1QQfXS7U0S2FM0Hh4T3
Justin Bieber - Holy ft. Chance The Rapper,Holy (feat. Chance The Rapper),Justin Bieber,2020-09-18,239039702,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
川崎鷹也-魔法の絨毯【OFFICIAL MUSIC VIDEO】,魔法の絨毯,鈴木崚汰,2020-09-13,101700180,https://open.spotify.com/track/3cc6JRYwJtc3ADMd0n7zRZ
テレキャスタービーボーイ(long ver.) / すりぃ feat.鏡音レン,テレキャスタービーボーイ,すりぃ,2020-09-12,54476140,https://open.spotify.com/track/2rkSQrbwRoH82pA40rTQf3
機動戦士ガンダムSEED Full Ending あんなに一緒だったのに ~ReTracks by See-Saw 中日歌詞,あんなに一緒だったのに,See-Saw,2020-09-10,15017619,https://open.spotify.com/track/6r4JvaYpB4EGRxInCZMQYJ
Fujii Kaze - Kaerou (Official Video),Kaerou,Fujii Kaze,2020-09-04,41542808,https://open.spotify.com/track/6Dmxt4rbi97c7sjoWRrJoj
BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,Ice Cream ,BLACKPINK,2020-08-28,943193637,https://open.spotify.com/track/1cdbkpZ3q1KYZDNSrOpdkb
Harleys In Hawaii,Harleys In Hawaii,Katy Perry,2020-08-27,86537104,https://open.spotify.com/track/3B4etxytImrRKQgV3XHjnR
the peggies「センチメートル」Music Video,センチメートル,the peggies,2020-08-21,20527752,https://open.spotify.com/track/3ixNBQzvKl60tRv7AhBDc8
いきものがかり 『ブルーバード』Music Video,ブルーバード,いきものがかり,2020-08-21,66791092,https://open.spotify.com/track/1WdkBwAsdznWw9xM69KmvR
鈴木雅之 - DADDY ! DADDY ! DO ! feat. 鈴木愛理 / THE FIRST TAKE,DADDY ! DADDY ! DO !,石上優(CV:鈴木崚汰),2020-08-21,38561366,https://open.spotify.com/track/2EXrZBkM93UvAPAmeXRlHs
BTS (방탄소년단) 'Dynamite' Official MV,Dynamite,BTS,2020-08-21,1915639601,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
back number - 水平線,水平線,back number,2020-08-17,250799586,https://open.spotify.com/track/3RvdkNMcSy71m0aT6UF9Uf
"Sayaka Kanda, Eisuke Tsuda - とびら開けて (From ""Frozen"")",Love Is an Open Door - Japanese Version,Sayaka Kanda,2020-08-14,14129923,https://open.spotify.com/track/0L4hRnJisBHDuaYpH92Cnt
"Sayaka Kanda, Natsuki Inaba, Sumire Morohoshi - 雪だるまつくろう (ユキダルマツクロウ)",雪だるまつくろう,Sayaka Kanda,2020-08-13,31472922,https://open.spotify.com/track/0uySrxahH3ZTIDTFi66LC0
【菅田将暉＆小松菜奈】映画『糸』MUSIC VIDEO (中島みゆき「糸」フル),糸,SUDA MASAKI,2020-08-11,38954416,https://open.spotify.com/track/0FsdMLyUsseGCjZQAnsIK7
"Sayaka Kanda, Takako Matsu - 生まれてはじめて (From ""Frozen"")",生まれてはじめて,Sayaka Kanda,2020-08-07,32270262,https://open.spotify.com/track/2HJz7AcBBqCe02BIhX1vNY
Heat Waves,Heat Waves,Glass Animals,2020-08-06,217354483,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp
米津玄師 - カムパネルラ  Kenshi Yonezu - Campanella,カムパネルラ,Kenshi Yonezu,2020-08-04,41023788,https://open.spotify.com/track/2K4aKCOfyN1JwMWUZJiwIX
Da-iCE / ＜TVアニメ「ONE PIECE」主題歌＞「DREAMIN' ON」MUSIC VIDEO,DREAMIN' ON - アニメver.,Da-iCE,2020-08-02,17474649,https://open.spotify.com/track/0N7yWQbTriDr8F06KVDODt
Reol - '第六感 / THE SIXTH SENSE' Music Video,第六感,Reol,2020-07-28,73925150,https://open.spotify.com/track/22sQUmLhT8umlEhQzDrzfJ
back number - 思い出せなくなるその日まで (full),思い出せなくなるその日まで,back number,2020-07-28,10689733,https://open.spotify.com/track/5TLXuBFx2emPcQ5grqSz90
"Takako Matsu - レット・イット・ゴー～ありのままで～ (From ""Frozen"")",レット・イット・ゴー~ありのままで~,Chieko Mizutani,2020-07-24,53348065,https://open.spotify.com/track/6uABAUjKqXnM2aLygtfM8b
ちゃんみな – Angel (Official Music Video),Angel,CHANMINA,2020-07-23,15938203,https://open.spotify.com/track/3vXHM9HaxNYrky9r1zxLWa
ヨルシカ - 盗作（OFFICIAL VIDEO）,盗作,ヨルシカ,2020-07-22,16102997,https://open.spotify.com/track/0k0zcBRE3StKssNhEF86rW
Official髭男dism - Laughter［Official Video］,Laughter,OFFICIAL HIGE DANDISM,2020-07-17,52343596,https://open.spotify.com/track/1SdwlHsv8bWHbAlIw5Jfgo
稲葉曇『ラグトレイン』Vo. 歌愛ユキ,ラグトレイン,稲葉曇,2020-07-16,69697602,https://open.spotify.com/track/3Kt6UReyCtmrYvbsHb3STj
米津玄師 - 感電   Kenshi Yonezu - KANDEN,感電,Kenshi Yonezu,2020-07-10,235456219,https://open.spotify.com/track/6H0PLsSYMzDOqhLgyOlzIj
BLACKPINK - 'How You Like That' DANCE PERFORMANCE VIDEO,How You Like That,BLACKPINK,2020-07-06,1770207832,https://open.spotify.com/track/6bvZRLLkBKkmgpBJTTj3QK
怪獣の花唄 / Vaundy ： MUSIC VIDEO,怪獣の花唄,Vaundy,2020-07-02,143892811,https://open.spotify.com/track/7dTW21YAJxnAOiUh7Rtu9S
NiziU  『Make you happy』 M/V,Make you happy,NiziU,2020-06-29,321242253,https://open.spotify.com/track/1LnJVIG1BaHTRznuOgR0yc
How You Like That,How You Like That,BLACKPINK,2020-06-26,242887527,https://open.spotify.com/track/6bvZRLLkBKkmgpBJTTj3QK
ヨルシカ - 思想犯（OFFICIAL VIDEO）,思想犯,ヨルシカ,2020-06-24,43593842,https://open.spotify.com/track/5o3LSzu8xCMDpbAwm4dZ46
怪獣の花唄,怪獣の花唄,Vaundy,2020-05-25,20040505,https://open.spotify.com/track/7dTW21YAJxnAOiUh7Rtu9S
Orangestar - Henceforth (feat. IA) Official Video,Henceforth (feat. IA),Orangestar,2020-05-21,24484438,https://open.spotify.com/track/4gLC5fds3QR3w7f5TmuNjh
シュガーソングとビターステップ,シュガーソングとビターステップ,UNISON SQUARE GARDEN,2020-05-14,45429764,https://open.spotify.com/track/6uR92injo4PDzSrOPRFfHt
ずっと真夜中でいいのに。『お勉強しといてよ』MV (ZUTOMAYO – STUDY ME),お勉強しといてよ,ZUTOMAYO,2020-05-14,83110172,https://open.spotify.com/track/3sgJTMHqDwxfsBIMqvkXKE
平井 堅 『POP STAR』MUSIC VIDEO,POP STAR,平井堅,2020-05-13,32504025,https://open.spotify.com/track/2YFdAAFSKovzYgF3XBlV8u
YOASOBI「ハルジオン」Official Music Video,ハルジオン,YOASOBI,2020-05-11,116045968,https://open.spotify.com/track/7HneEBTvTra2CRYsxgMOAi
Stuck with U,Stuck with U (with Justin Bieber),Ariana Grande,2020-05-08,227679294,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
桑田佳祐 – 明日晴れるかな（Full ver.）,明日晴れるかな,Keisuke Kuwata,2020-05-04,47109613,https://open.spotify.com/track/3hluDFiaL1ntJ58xVTBjxT
桑田佳祐 – 白い恋人達（Full ver.）,白い恋人達,Keisuke Kuwata,2020-05-03,54556133,https://open.spotify.com/track/5wfKPYODAr3aCGpOAopNZK
桑田佳祐 – 祭りのあと（Full ver.）,祭りのあと,Keisuke Kuwata,2020-05-03,13197636,https://open.spotify.com/track/18cdzu4vwgLKNH89aDaejK
"Idina Menzel, AURORA - Into the Unknown (From ""Frozen 2""/Sing-Along)",Into the Unknown,Takako Matsu,2020-05-01,50182655,https://open.spotify.com/track/4QE3csw0rsqxoIQNoMUgsU
Official髭男dism - パラボラ［Official Video］,パラボラ,OFFICIAL HIGE DANDISM,2020-04-27,38860221,https://open.spotify.com/track/55pezTty1DSrrc8wlOMZbA
ヨルシカ - 花に亡霊（OFFICIAL VIDEO）,花に亡霊,ヨルシカ,2020-04-22,138711640,https://open.spotify.com/track/3FUqp10RhCmMjyyB9extmo
Diet Mountain Dew,Diet Mountain Dew,Lana Del Rey,2020-04-14,89357643,https://open.spotify.com/track/6BFnRhvKCclDQOajt8dBGi
Chinozo 'グッバイ宣言' feat.FloweR,グッバイ宣言,Chinozo,2020-04-13,138229147,https://open.spotify.com/track/2sQDwbzGSpHXwnIAOrcDn9
ちゃんみな - Never Grow Up (Acoustic Version) [Studio Session],Never Grow Up,CHANMINA,2020-04-09,17087671,https://open.spotify.com/track/5aDgM8rYPT15CqjkN1EIKq
Lose You To Love Me,Lose You To Love Me,Selena Gomez,2020-04-09,55232610,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
【おちゃめ機能】ホロライブが吹っ切れた【24人で歌ってみた】,おちゃめ機能,gojimajiP,2020-04-06,47464518,https://open.spotify.com/track/28vRHsQHSh8lRn9TAs0Rx8
"Idina Menzel, Evan Rachel Wood - Show Yourself (From ""Frozen 2""/ Sing-Along)",Show Yourself,Takako Matsu,2020-03-27,572644797,https://open.spotify.com/track/1SboZIzf7KlyTvqqtIzrs3
三日月ステップ / 初音ミク,三日月ステップ,r-906,2020-03-26,14731676,https://open.spotify.com/track/7rulpDP9BnLMpBOlPF1Ucb
life hack / Vaundy ：MUSIC VIDEO,life hack,Vaundy,2020-03-22,37040841,https://open.spotify.com/track/0DKHQ4ixPdmN1SHtT8PVpS
Maniac,MANIAC,Stray Kids,2020-03-19,110907412,https://open.spotify.com/track/7BDHDiidJ8WV349p3HTxTV
Heather,Heather,Conan Gray,2020-03-19,199946567,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
[MV] V (BTS) - Sweet Night [이태원 클라쓰 OST Part.12 (ITAEWON CLASS OST Part.12)],Sweet Night,V,2020-03-13,108057077,https://open.spotify.com/track/4Tajj3fsYbQlGRsYDRL5VL
"ITZY ""WANNABE"" M/V @ITZY",Wannabe,Spice Girls,2020-03-09,554923510,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
aiko- 『花火』music video,花火,aiko,2020-02-25,34147682,https://open.spotify.com/track/0I0zZHGJ6ea8TxwbUvvJEH
Fujii Kaze - Mo-Eh-Wa (Official Video),"Interlude II ""Mo-Eh-Wa"" - Fujii Kaze Stadium Live ""Feelin' Good""",Fujii Kaze,2020-02-20,20627926,https://open.spotify.com/track/1pVTT8rHjj8ZFtJzXcABWx
The Dance Freeze Song | Freeze Dance | Scratch Garden,The Dance Freeze Song,Scratch Garden,2020-02-10,298450597,https://open.spotify.com/track/2KRp6LuSIsej1WmY6NHbXh
【Official】Uru 『あなたがいることで』TBS系 日曜劇場「テセウスの船」主題歌,あなたがいることで,Uru,2020-02-09,129387984,https://open.spotify.com/track/2AVbKUuvvzbPK6NIZZZvcY
緑黄色社会 『Shout Baby』Music Video（TVアニメ『僕のヒーローアカデミア』4期「文化祭編」EDテーマ / MY HERO ACADEMIA ENDING）,Shout Baby,Ryokuoushoku Shakai,2020-02-08,31198512,https://open.spotify.com/track/5K1m4aaPCxwnm9SKlWW1vh
ナユタン星人 - エイリアンエイリアン (ft.初音ミク) OFFICIAL MUSIC VIDEO,エイリアンエイリアン,Nayutalien,2020-01-31,10957561,https://open.spotify.com/track/4fDralhqIxfoDHrnFSE3n0
【全身全霊】Butter-Fly／和田光司『デジモンアドベンチャー』OP（Coverd by Yoru）,Butter-Fly,Nagareda Project,2020-01-24,15858614,https://open.spotify.com/track/3gazraIXd8SOF9Rkq4t1xV
Billie Eilish - everything i wanted (Official Music Video),everything i wanted,Billie Eilish,2020-01-23,438255850,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
日向坂46 『ソンナコトナイヨ』,ソンナコトナイヨ,Hinatazaka46,2020-01-23,29133171,https://open.spotify.com/track/5uKV5ukcJrMW76Zo53beKm
