Title,Artist,Year_Date
ガールズ・ライク・ユー feat.カーディ・B,マルーン5,201807
ヤングブラッド,ファイヴ・セカンズ・オブ・サマー,201807
SUMMER LOVE,MAG!C☆PRINCE,201807
BLUE,NEWS,201807
リヴ・イット・アップ,ニッキー・ジャム feat.ウィル・スミス & エラ・イストレフィ,201807
RAINBOW,三代目 J Soul Brothers from EXILE TRIBE feat.イエロー・クロウ,201807
闘う戦士たちへ愛を込めて,サザンオールスターズ,201807
拝啓、少年よ,Hump Back,201807
Ebidence,BATTLE BOYS,201807
ライズ feat.ジャック & ジャック,ジョナス・ブルー,201807
デート,斉藤壮馬,201807
勝利の笑みを 君と,ウカスカジー,201807
残酷な天使のテーゼ,高橋洋子,201807
約束,サイダーガール,201807
Snatchaway,SKY-HI,201807
U.S.A.,DA PUMP,201807
トドカナイカラ,平井堅,201807
Heaven Only Knows,CHEMISTRY,201807
Are you Happy?,モーニング娘。'18,201807
SISTER,luz,201807
カタルシスト,RADWIMPS,201807
DDU-DU DDU-DU,BLACKPINK,201807
欲望者,NMB48,201807
I Want You,SHINee,201807
Teacher Teacher,AKB48,201807
I WANT YOU BACK,TWICE,201807
Early SUMMER!!!,佐々木彩夏,201807
ベター・ナウ,ポスト・マローン,201807
私の夜明け,SHISHAMO,201807
イノセントデイズ,Sexy Zone,201807
ナナツイロ REALiZE,IDOLiSH7,201807
HINOMARU,RADWIMPS,201807
恋衣,林部智史,201807
Viva! Fantastic Life!!!!!!!,IDOLiSH7,201807
初恋,宇多田ヒカル,201807
F.L.Y. BOYS F.L.Y. GIRLS,GENERATIONS from EXILE TRIBE,201807
THE New Era,GOT7,201807
もう会えないけど、平気ですか?〜Our days〜,SOLIDEMO,201807
VOLT-AGE,Suchmos,201807
GOLDEN ENCORE!,BRBRookies!,201807
期待していない自分,けやき坂46,201807
また、アシタ,GENERATIONS from EXILE TRIBE,201807
ザッツ・イット(アイム・クレイジー),ソフィー・タッカー,201807
Show Time,E-girls,201806
ソロ feat.デミ・ロヴァート,クリーン・バンディット,201806
Easy Go,エレファントカシマシ,201806
SUMMER BREEZE,go!go!vanillas,201806
知らないんでしょ?,平井堅,201806
ブルースカイブルー,西城秀樹,201806
この道を,小田和正,201806
Distance,村川梨衣,201806
KABUTO,[ALEXANDROS],201806
魚の骨 鳥の羽根,cero,201806
Underdog,EXILE SHOKICHI,201806
Ray,PassCode,201806
OVER,XOX,201806
Echo,DEAN FUJIOKA,201806
YOUNG MAN(Y.M.C.A.),西城秀樹,201806
ハロー、ハロー,坂本真綾,201806
マンマミーア!,SF9,201806
フロントメモリー,鈴木瑛美子×亀田誠治,201806
丸ノ内サディスティック,宇多田ヒカル & 小袋成彬,201806
手遅れcaution,=LOVE,201806
恋と愛,三代目 J Soul Brothers from EXILE TRIBE,201806
Kiss You Back,Nulbarich,201806
会えるまで,B1A4,201806
Nothing but You,"アナスタシア(上坂すみれ),神谷奈緒(松井恵理子),中野有香(下地紫野),前川みく(高森奈津美),星輝子(松田颯水)",201806
正しい街,theウラシマ'S,201806
ダン・フォー・ミー feat.ケラーニ,チャーリー・プース,201806
ディス・イズ・アメリカ,チャイルディッシュ・ガンビーノ,201806
愛を頑張って,和田アキ子 with BOYS AND MEN 研究生,201806
雨が降るから虹が出る,スカイピース,201806
Airplane pt.2,BTS (防弾少年団),201806
CANVAS,COLOR CREATION,201806
One love,IVVY,201806
幸福論,レキシ,201806
Letter,ジョン・ヨンファ(from CNBLUE),201806
大和撫子サンライズ,FES☆TIVE,201806
22,Lucky Tapes,201806
鬼POP激キャッチー最強ハイパーウルトラミュージック,ヤバイTシャツ屋さん,201806
オトモダチフィルム,オーイシマサヨシ,201806
ODD FUTURE,UVERworld,201806
Sign,ジェジュン,201806
UNLOCK,井口裕香,201806
Drive,WANIMA,201806
FAKE LOVE,BTS (防弾少年団),201806
プライド,高橋優,201806
Chain,NCT 127,201806
Jealousy,MONSTA X,201805
ロケットビート,安野希世乃,201805
フィクション,sumika,201805
HOME,Kis-My-Ft2,201805
Selfish,小袋成彬,201805
ストロー,aiko,201805
ザ・ナイツ,アヴィーチー,201805
HALF,女王蜂,201805
アイラブユー,西野カナ,201805
零 -ZERO-,福山雅治,201805
ノー・ティアーズ・レフト・トゥ・クライ,アリアナ・グランデ,201805
ウララ,ビッケブランカ,201805
天竜流し,福田こうへい,201805
花鳥風月,コアラモード.,201805
シンクロニシティ,乃木坂46,201805
comrade feat.三浦大知,"SOIL & ""PIMP"" SESSIONS",201805
ZETTAI × BREAK!! トゥインクルリズム,トゥインクルリズム,201805
Binary Star,SawanoHiroyuki[nZk]:Uru,201805
ノーダウト,Official髭男dism,201805
ミー・ソー・バッド feat.タイ・ダラー・サイン & フレンチ・モンタナ,ティナーシェ,201805
SEXY SEXY,Juice=Juice,201805
Play A Love Song,宇多田ヒカル,201805
Wake Me Up,TWICE,201805
Don't Leave Me,BTS (防弾少年団),201805
笑一笑〜シャオイーシャオ!〜,ももいろクローバーZ,201805
人間を被る,DIR EN GREY,201805
Take Me Under,MAN WITH A MISSION,201805
泣きたいくらい,大原櫻子,201805
満月の夜なら,あいみょん,201805
Against,乃木坂46,201805
流星,藍井エイル,201805
タラレバ流星群,ロザリーナ,201805
ユア・ソング(僕の歌は君の歌),レディー・ガガ,201805
夏疾風,嵐,201805
フェイデッド,アラン・ウォーカー,201805
Ask Yourself,KAT-TUN,201805
Bumblebee,Lead,201805
ファティマ,いとうかなこ,201805
越えていけ,キュウソネコカミ,201805
レヴェルズ,アヴィーチー,201805
ロキ,みきとP,201805
Fandango,THE RAMPAGE from EXILE TRIBE,201805
Let Go,BTS (防弾少年団),201805
What is Love?,TWICE,201805
幸せって。,Crystal Kay,201805
春はどこから来るのか?,NGT48,201805
asphyxia,Co shu Nie,201805
TinkerBell,April,201805
Bloom,Superfly,201805
Songbirds,Homecomings,201805
Just The Way You Are,EXILE ATSUSHI,201805
Thank you,RYUJI IMAICHI,201804
水に咲く花・支笏湖へ,水森かおり,201804
春が来てぼくら,UNISON SQUARE GARDEN,201804
雨,"MEZZO""",201804
Lonely Fangs,金城剛士(豊永利行),201804
ジャーバージャ,AKB48,201804
7色の未来,サンスポアイドルリポーター,201804
HARE晴れカーニバル,祭nine.,201804
リライト・ザ・スターズ,ザック・エフロン & ゼンデイヤ,201804
ネヴァー・イナフ,ローレン・オルレッド,201804
Blooming Flower,石原夏織,201804
FLOWER ROAD,BIGBANG,201804
ファントム・オブ・ラブ,KiLLER KiNG,201804
リメンバー・ミー,シシド・カフカ feat.東京スカパラダイスオーケストラ,201804
ジ・アザー・サイド,ヒュー・ジャックマン & ザック・エフロン,201804
サクラ,絢香,201804
月と花束,さユり,201804
シンデレラガール,King & Prince,201804
You Go Lady,久保田利伸,201804
Look,GOT7,201804
桜彩,彩,201804
僕の記憶が嘘をつく,WEBER,201804
ソー・グッド,オースティン・マホーン,201804
ギュッと,Little Glee Monster,201804
Everlasting First Kiss,Clef Leaf,201804
水色の日々,SHISHAMO,201804
かかってこいよ,NakamuraEmi,201804
ice cream,lol,201804
カメレオン・レンズ,ポルノグラフィティ,201804
EPCOTIA,NEWS,201804
Bluemin' Days,Yogee New Waves,201804
BBoom BBoom,MOMOLAND,201804
やめちまぇ!,湘南乃風,201804
ALWAYS,FlowBack,201804
甘さひかえめ,"MEZZO""",201804
No Question,m-flo,201804
未来花,スキマスイッチ,201804
超感デスティニー,THRIVE,201804
ここから、ここから,"玉木マリ(水瀬いのり),小淵沢報瀬(花澤香菜),三宅日向(井口裕香),白石結月(早見沙織)",201803
暗闇,STU48,201803
Deadly Drive,GRANRODEO,201803
ちえのわ feat.峯田和伸,東京スカパラダイスオーケストラ,201803
うたエール,ゆず,201803
Memorial,i☆Ris,201803
Lemon,米津玄師,201803
マエヲムケ,Hey!Say!JUMP,201803
ザ・グレイテスト・ショー,ヒュー・ジャックマン、キアラ・セトル、ザック・エフロン、ゼンデイヤ & ザ・グレイテスト・ショーマン・アンサンブル,201803
808,Suchmos,201803
BRAND NEW GIRL,TWICE,201803
Freak It! feat.東京スカパラダイスオーケストラ,MAN WITH A MISSION,201803
ハロー カゲロウ,GReeeeN,201803
"Pain, pain",E-girls,201803
Mountain Top,RADWIMPS,201803
Change,ONE OK ROCK,201803
アルペジオ(きっと魔法のトンネルの先),小沢健二,201803
DIVE!,三浦大知,201803
Angel,RYUJI IMAICHI,201803
恋は天使のチャイムから,田村ゆかり,201803
BREAKING THE ROAD,GANG PARADE,201803
THE GENESIS,Eden,201803
おとなの掟,椎名林檎,201803
ディス・イズ・ミー,キアラ・セトル & ザ・グレイテスト・ショーマン・アンサンブル,201803
ハートアップ,絢香 & 三浦大知,201803
勝手にMY SOUL,DISH//,201803
Find The Answer,嵐,201803
ヒカリ,ゴスペラーズ,201803
POP TEAM EPIC,上坂すみれ,201803
無限未来,Perfume,201803
ウルトラブラスト,ST☆RISH,201803
The Girls Are Alright!,saya,201803
サザンカ,SEKAI NO OWARI,201803
鈴生り時にて,"""前田藤四郎(入江玲於奈),鯰尾藤四郎(斉藤壮馬),薬研藤四郎(山下誠一郎),五虎退(粕谷雄太),秋田藤四郎(山谷祥生),乱藤四郎(山本和臣),平野藤四郎(浅利遼太),骨喰藤四郎(鈴木裕斗),厚藤四郎",201803
低温火傷,つばきファクトリー,201803
きっと愛は不公平,松室政哉,201803
ガラスを割れ!,欅坂46,201803
Hope,安室奈美恵,201803
That's My Baby,RIRI,201803
LOVE MEN HOLIC,西沢幸奏,201803
Moon さよならを教えて,BUCK-TICK,201803
Ref:rain,Aimer(エメ),201803
奇跡,シェネル,201803
その線は水平線,くるり,201803
かわいそうだよね with HITSUJI,JUJU,201803
春風,家入レオ,201803
ain't on the map yet,Nulbarich,201803
Dear My Boo,當山みれい,201803
アカシア,EXILE THE SECOND,201803
おしえてョ,ひょろっと男子,201803
言わないけどね。,大原ゆい子,201803
A New Day,Beverly,201803
WiSH VOYAGE,IDOLiSH7,201803
"Love me, Love you",Mrs.GREEN APPLE,201803
ワルキューレは裏切らない,ワルキューレ,201803
yours,PrizmaX,201803
From Now On,SHINee,201803
愛を伝えたいだとか,あいみょん,201803
TOKYO MERRY GO ROUND,Da-iCE,201802
ネヴァー・ビー・ザ・セイム,カミラ・カベロ,201802
ノイズ,須澤紀信,201802
Be The One,PANDORA feat.Beverly,201802
WATER BLUE NEW WORLD,Aqours,201802
SHINY DAYS,亜咲花,201802
Howling,FLOW × GRANRODEO,201802
here comes my love,Mr.Children,201802
ドラえもん,星野源,201802
フィネス feat.カーディ・B,ブルーノ・マーズ,201802
WILD LOVE,UP10TION,201802
ALRIGHT! ALRIGHT!,GENERATIONS from EXILE TRIBE,201802
Anniversary,HOON(from U-KISS),201802
オール・ナイト,ビッグ・ボーイ,201802
残ってる,吉澤嘉代子,201802
気まぐれロマンティック,高木さん(高橋李依),201802
ノスタルジックレインフォール,CHiCO with HoneyWorks,201802
KISS OF DEATH(Produced by HYDE),中島美嘉,201802
くちなし雨情,杜このみ,201802
ふゆびより,佐々木恵梨,201802
DESTINY,KinKi Kids,201802
シグナル,WANIMA,201802
冬、マスカレード,Stella☆Beats,201802
GO CRY GO,OxT,201802
戦ってしまうよ,ゲスの極み乙女。,201802
雪影ぼうし,和楽器バンド,201802
ワロタピーポー,NMB48,201802
Topaz Love,KinKi Kids,201802
君の瞳に恋してない,UNISON SQUARE GARDEN,201802
フカンショウ,パノラマパナマタウン,201802
Bright Burning Shout,西川貴教,201802
LUXE,HIROOMI TOSAKA feat.CRAZYBOY,201802
ヴァンパイアキス,THE HOOPERS,201802
東京,JUJU,201802
Good Life,清水翔太,201802
Electric Kiss,EXO,201802
I'm in love,清水翔太,201802
こいかぜ -花葉-,高垣楓(早見沙織),201802
FEELING AROUND,鈴木みのり,201802
LPS,NEWS,201802
ne! ne! ne!,STARTails☆,201802
ネバーランド,the peggies,201802
ロトカ・ヴォルテラ,KEYTALK,201802
さよならエレジー,菅田将暉,201802
赤い果実,Kis-My-Ft2,201801
あなた,宇多田ヒカル,201801
世界はどこまで青空なのか?,NGT48,201801
The Days,Nissy(西島隆弘),201801
Let it snow!,DEAN FUJIOKA,201801
パーフェクト,エド・シーラン,201801
Begin 〜Again Version〜,東方神起,201801
Secret Crush〜恋やめられない〜,JY,201801
北風と太陽,E-girls,201801
FLY,"uchuu,",201801
無意識の色,SKE48,201801
BREAKOUT,FlowBack,201801
人間だから悲しいんだ,THE ALFEE,201801
FIRST CLASS XMAS feat.OMI,CRAZYBOY,201801
虹のデスティネーション,"星井美希(長谷川明子),萩原雪歩(浅倉杏美),水瀬伊織(釘宮理恵),三浦あずさ(たかはし智秋)",201801
Crystal Snow,BTS (防弾少年団),201801
いつかこの涙が,Little Glee Monster,201801
ToP!!!!!!!!!!!!!,765PRO ALLSTARS,201801
私が私を燃やす理由,マジカル・パンチライン,201801
楓,スピッツ,201801
トモエ学園,福山雅治,201801
Candy Pop,TWICE,201801
ハバナ feat.ヤング・サグ,カミラ・カベロ,201801
東京ウインターセッション feat.瀬戸口優(神谷浩史)・榎本夏樹(戸松遥)・望月蒼太(梶裕貴)・早坂あかり(阿澄佳奈)・芹沢春輝(鈴村健一)・合田美桜(豊崎愛生),HoneyWorks,201801
Heart Shaker,TWICE,201801
パレス,サム・スミス,201801
Awaken the power,Saint Aqours Snow,201801
サンタズ・カミング・フォー・アス,シーア,201801
バンドワゴン,ラストアイドル,201801
人生は夢だらけ,椎名林檎,201801
春雷,米津玄師,201801
瞬き,back number,201801
Jupiter,Little Glee Monster,201801
White Love,Hey!Say!JUMP,201801
Reboot,東方神起,201801
アブラカタブLuv!,放課後プリンセス,201801
天マデトドケ☆,miracle2 from ミラクルちゅーんず!,201801
Reason!!,315 STARS,201712
11月のアンクレット,AKB48,201712
fake town baby,UNISON SQUARE GARDEN,201712
Latent Power,平野義久,201712
応答セヨ,関ジャニ∞[エイト],201712
予告,aiko,201712
明日はどこから,松たか子,201712
ぼなぺてぃーと■S,ブレンド・A,201712
一騎討ち!,平野義久,201712
僕ら今日も生きている,ジャニーズWEST,201712
Hegemony of the Food Chain,平野義久,201712
灯り,ストレイテナー×秦基博,201712
Finally,安室奈美恵,201712
My Hero,MAN WITH A MISSION,201712
100degrees,THE RAMPAGE from EXILE TRIBE,201712
言葉にしたくてできない言葉を,桐嶋ノドカ,201712
勇気はどこに?君の胸に!,Aqours,201712
Dear Butterfly,"MEZZO""",201712
キャント・アンドゥ・ディス!!,マキシマイザー,201712
Here,JUNNA,201712
夢を追いかけて,平野義久,201712
CHOCOLATE,ちゃんみな,201712
あの日のキミと今の僕に,DOBERMAN INFINITY,201712
フレーフレーわたし,足立佳奈,201712
Invisible Sensation,UNISON SQUARE GARDEN,201712
さよなら,大原櫻子,201712
All I Need Is MONEY!,平野義久,201712
LIKEY,TWICE,201712
奇蹟,Uru,201712
空 feat.SALU,向井太一,201712
ルポルタージュ,高橋優,201712
明日、また,[Alexandros],201712
ホーリー・マウンテン,ノエル・ギャラガーズ・ハイ・フライング・バーズ,201712
Windy,CHEMISTRY,201712
DEADHEAT,ときめき 宣伝部,201712
涙の種、幸せの花,ヒルクライム,201712
FairyTaleじゃいられない,フェアリースターズ,201712
君氏危うくも近うよれ,A応P,201712
New Mutation,平野義久,201712
ハヴァナ feat.ヤング・サグ,カミラ・カベロ,201712
恋の戦士,むすびズム,201712
Peek-A-Boo,Red Velvet,201712
マタアイマショウ,山猿,201712
フラッグを立てろ,YUKI,201712
J.S.B. HAPPINESS,三代目 J Soul Brothers from EXILE TRIBE,201712
笑顔の花,Goose house,201712
Beyond the Seas,平野義久,201712
ひとひらの涙,J☆Dee'Z,201712
Shining☆Romance,"一十木音也(寺島拓篤),聖川真斗(鈴村健一),四ノ宮那月(谷山紀章),一ノ瀬トキヤ(宮野真守),神宮寺レン(諏訪部順一),来栖翔(下野紘),愛島セシル(鳥海浩輔)",201712
灰色と青(+ 菅田将暉),米津玄師,201711
蒼紅華之舞,"ユエル(植田佳奈),ソシエ(白石涼子)",201711
視界良好,スカート,201711
いいわけ,JUJU,201711
DROP,U-KNOW,201711
ハウ・ロング,チャーリー・プース,201711
カルマストライプ,イケてるハーツ,201711
LUV ME,TWICE,201711
手をつなぐ理由,西野カナ,201711
Melty Halloween,岡本信彦,201711
Winter Love,CODE-V,201711
MAD CYCLONE,GENERATIONS from EXILE TRIBE,201711
ONE,Aimer(エメ),201711
BIG CITY RODEO,GENERATIONS from EXILE TRIBE,201711
いま、太陽に向かって咲く花,NOBU,201711
君 the WORLD,#ハッシュタグ,201711
トゥー・マッチ・トゥ・アスク,ナイル・ホーラン,201711
あなたといきてゆく,GLAY,201711
サタデー・ナイト・クエスチョン,中島愛,201711
c.o.s.m.o.s,内田真礼,201711
Doors〜勇気の軌跡〜,嵐,201711
Lost In This City,Michael Kaneko,201711
DIAMOND SUNSET,HIROOMI TOSAKA,201711
魔法のキズナ,Growth,201711
ホワット・ラヴァーズ・ドゥ feat.シザ,マルーン5,201711
明日の君さえいればいい。,ChouCho,201711
ステップアップLOVE,DAOKO × 岡村靖幸,201711
BLACK MEMORY,THE ORAL CIGARETTES,201711
未来の僕らは知ってるよ,Aqours,201711
避雷針,欅坂46,201711
風に吹かれても,欅坂46,201711
Oneway Generation,Thinking Dogs,201711
Ms.Frontier,predia,201711
君の瞳を巡る冒険,Aqours,201711
ゴージャス,テイラー・スウィフト,201711
ほら、笑ってる,SHISHAMO,201711
VS,BLUE ENCOUNT,201711
Light Year Song,"高槻やよい(仁後真耶子),菊地真(平田宏美),双海亜美/真美(下田麻美),我那覇響(沼倉愛美)",201711
情ノ華,己龍,201711
歌ウサギ,スピッツ,201711
ヒューマン,WANIMA,201711
ロンディ,UNIONE,201711
サボテン,SHISHAMO,201711
花の唄,Aimer(エメ),201711
MIC Drop,BTS (防弾少年団),201711
アップ・オール・ナイト,ベック,201711
Stars,THE YELLOW MONKEY,201711
秋風に手を振って,"相葉夕美(木村珠莉),多田李衣菜(青木瑠璃子),中野有香(下地紫野)",201711
We are the light,miwa,201711
DREAM BOYS,MIGHTY WARRIORS,201711
闇に咲く花〜The Catastrophe〜,SING LIKE TALKING feat.サラ・オレイン,201711
恋、弾けました。,ゆず,201711
アナタシカ,CoverGirls,201711
"君のことが好きだったんだ feat.BENI,Shuta Sueyoshi(AAA) & HAN-KUN",SPICY CHOCOLATE,201711
Glory Days,尾崎裕哉,201710
ウィズアウト・ユー feat.サンドロ・カヴァッザ,アヴィーチー,201710
Don't wanna cry,安室奈美恵,201710
DNA,BTS (防弾少年団),201710
奇跡の人,関ジャニ∞[エイト],201710
抱きしめたい,Mr.Children,201710
Best Of Me,BTS (防弾少年団),201710
One More Time,TWICE,201710
Baby Don't Cry,安室奈美恵,201710
HONEYMOON,B.A.P,201710
明日へ,Little Glee Monster,201710
SWEET 19 BLUES,安室奈美恵,201710
フクロウの声が聞こえる,小沢健二とSEKAI NO OWARI,201710
まねー!!マネー!?Money!!,たこやきレインボー,201710
Anniversary,ウカスカジー,201710
僕は存在していなかった,22/7,201710
ダンシング・ヒーロー,荻野目洋子,201710
ファイトソング,嵐,201710
ルック・ホワット・ユー・メイド・ミー・ドゥ〜私にこんなマネ、させるなんて,テイラー・スウィフト,201710
NEVER END,安室奈美恵,201710
TRY ME〜私を信じて〜,安室奈美恵 with SUPER MONKEY'S,201710
カット・トゥ・ザ・フィーリング,カーリー・レイ・ジェプセン,201710
GOLD,Happiness,201710
解放区への旅,黒木渚,201710
CAN YOU CELEBRATE?,安室奈美恵,201710
In the meantime,TRIGGER,201710
いつかできるから今日できる,乃木坂46,201710
Power,EXO,201710
恋ノ夢。 feat.erica,ハジ→,201710
REBORN,山下達郎,201710
ASH,LiSA,201710
a walk in the park,安室奈美恵,201710
Body Feels EXIT,安室奈美恵,201710
シャンデリア,シーア,201710
ワンルーム,yonige,201710
Chase the Chance,安室奈美恵,201710
ハッピーウェディング前ソング,ヤバイTシャツ屋さん,201710
ホワット・ラヴァーズ・ドゥ feat.シィザ,マルーン5,201710
LIFE,AAA,201710
WINNER feat.ちゃんみな,Block B PROJECT-1,201710
愛なんだ,V6,201709
4文字メロディー,ベボガ!(虹のコンキスタドール黄組),201709
踊れ!,KRD8,201709
慕情,中島みゆき,201709
Shoes,雨のパレード,201709
Beautiful Day,Lead,201709
Paradise,FTISLAND,201709
Take what you want feat.5 Seconds of Summer,ONE OK ROCK,201709
Article of Faith,Knights,201709
Deal with the devil,Tia,201709
聖域,福山雅治,201709
"10% roll, 10% romance",UNISON SQUARE GARDEN,201709
デスパシート feat.ダディー・ヤンキー,ルイス・フォンシ,201709
TAKE MY HAND,夜の本気ダンス,201709
クリオネの灯り,aki,201709
リフレイン,ラックライフ,201709
BRAVE STAR,"天海春香(中村繪里子),如月千早(今井麻美),四条貴音(原由実),秋月律子(若林直美)",201709
ブライト,福耳,201709
打上花火,DAOKO × 米津玄師,201709
Deep in Abyss,"リコ(富田美憂),レグ(伊瀬茉莉也)",201709
ハレ晴レユカイ,"涼宮ハルヒ(平野綾),長門有希(茅原実里),朝比奈みくる(後藤邑子)",201709
My Cherry Pie(小粋なチェリーパイ),佐々木彩夏,201709
君はロックを聴かない,あいみょん,201709
オアシスと果樹園,桑田佳祐,201709
If you wanna,Perfume,201709
#好きなんだ,AKB48,201709
限界突破×サバイバー,氷川きよし,201709
だってアタシのヒーロー。,LiSA,201709
LAYon-theLINE,D-selections,201709
空に歌えば,amazarashi,201709
GAMERS!,天道花憐(金元寿子)&星ノ守千秋(石見舞菜香)&亜玖璃(大久保瑠美),201709
DIE meets HARD,凛として時雨,201709
肌,星野源,201709
アンノウン・マザーグース feat.初音ミク,wowaka,201709
ブレイク・イントゥ・ザ・ダーク,バレンタイン feat.ルイ & アフロジャック,201709
呼吸,菅田将暉,201709
たいようの哀悼歌,Flower,201709
かなしいうれしい,フレデリック,201709
WanteD! WanteD!,Mrs.GREEN APPLE,201709
Desir,GARNiDELiA,201709
キラキラ feat.カンナ,AI,201709
ユメマカセ,"SOIL & ""PIMP"" SESSIONS feat.Yojiro Noda",201709
NO MORE 劣化実写化,キュウソネコカミ,201709
ルック・ホワット・ユー・メイド・ミー・ドゥ,テイラー・スウィフト,201709
Beautiful,MONSTA X,201709
Family Song,星野源,201708
irodori,雨宮天,201708
ゴートゥーフェス☆,FES☆TIVE,201708
エンジェルベイビー,銀杏BOYZ,201708
Beyond the Mountain,GANG PARADE,201708
WIPER,Suchmos,201708
SURELY,never young beach,201708
ヒカリ断ツ雨,斉藤壮馬,201708
BYE BYE,SHISHAMO,201708
365日,Mr.Children,201708
Precious Girl,Hey!Say!JUMP,201708
JUMPin' JUMP UP!!!!,fourfolium,201708
太陽4号,10-FEET,201708
愛tears,Nissy(西島隆弘),201708
月曜日の朝、スカートを切られた,欅坂46,201708
もっとGO!GO!,Apink,201708
My Buddy,超特急,201708
WORLD'S END,セブンスシスターズ,201708
英雄 運命の詩,EGOIST,201708
Y,C & K,201708
WASTED LOVE,HIROOMI TOSAKA,201708
大空で抱きしめて,宇多田ヒカル,201708
逃げ水,乃木坂46,201708
その日は必ず来る,DREAMS COME TRUE,201708
なみだ,井上苑子,201708
Brand New Theater!,765 MILLION ALLSTARS,201708
Dirty Disco,THE RAMPAGE from EXILE TRIBE,201708
Red Flavor,Red Velvet,201708
ナム,リンキン・パーク,201708
砂の惑星 feat.初音ミク,ハチ,201708
BANKA,illion,201708
まさかシンガポール,NMB48,201708
Ko Ko Bop,EXO,201708
Forevermore,宇多田ヒカル,201708
TESTAMENT,水樹奈々,201708
アンインストール,石川智晶,201708
記念撮影,BUMP OF CHICKEN,201708
僕たちがやりました,DISH//,201708
17th Kiss,Nissy(西島隆弘),201708
ようこそジャパリパークへ,オーイシマサヨシ,201708
Destiny's Prelude,水樹奈々,201708
恋す肌,Nissy(西島隆弘),201708
エバーグリーン,サイダーガール,201708
ずっと、ふたりで,家入レオ,201708
風と共に,エレファントカシマシ,201708
ヴェルサーチ・オン・ザ・フロア,ブルーノ・マーズ,201708
himawari,Mr.Children,201708
若い広場,桑田佳祐,201708
就活センセーション,つばきファクトリー,201708
STEP by STEP UP↑↑↑↑,fourfolium,201708
Girls,西野カナ,201708
ブラジル,デクラン・マッケンナ,201708
+INTERSECT+,内田真礼,201707
六等星,ワンダーウィード,201707
Horizon,Alfred Beach Sandal + STUTS,201707
今,関ジャニ∞[エイト],201707
声明,B'z,201707
千%,KICK THE CAN CREW,201707
空,GENERATIONS from EXILE TRIBE,201707
コワレヤスキ,Guilty Kiss,201707
感情のピクセル,岡崎体育,201707
はじまりの予感,ケツメイシ,201707
ヌーベルキュイジーヌ,predia,201707
departure!,小野正利,201707
Gift〜team鳳Ver.〜,team鳳,201707
RAIN,SEKAI NO OWARI,201707
2U feat.ジャスティン・ビーバー,デヴィッド・ゲッタ,201707
まもりたい〜この両手の中〜,村上佳佑,201707
これだけは,WANIMA,201707
ヘビーメロウ,スピッツ,201707
おーさか☆愛・EYE・哀,ジャニーズWEST,201707
ラビリンス,MONDO GROSSO,201707
MI☆RA☆I☆へ!!,じぇるの!,201707
意外にマンゴー,SKE48,201707
Place Of Love,LOVE PSYCHEDELICO,201707
カナリア,ゆず,201707
AS IF IT'S YOUR LAST,BLACKPINK,201707
Love☆Queen,E-girls,201707
虹,高橋優,201707
PICK IT UP,Kis-My-Ft2,201707
愛さえあればなんにもいらない,アンジュルム,201707
バトンロード,KANA-BOON,201707
Like OOH-AHH,TWICE,201707
RUSH,RIRI,201707
SPEED STAR,GARNiDELiA,201707
Prince Night〜どこにいたのさ!? MY PRINCESS〜,P4 with T,201707
フィールズ feat.ファレル・ウィリアムス、ケイティ・ペリー & ビッグ・ショーン,カルヴィン・ハリス,201707
だから、ひとりじゃない,Little Glee Monster,201707
No Way Back,AAA,201707
つなぐ,嵐,201707
ファイヤー・エスケイプ〜きみがいる世界,アンドリュー・マクマホン,201707
Dog Days,MAN WITH A MISSION,201707
願いごとの持ち腐れ,AKB48,201707
Natural Lips,岡崎体育,201707
心臓を捧げよ!,Linked Horizon,201706
サイン・オブ・ザ・タイムズ,ハリー・スタイルズ,201706
It's Who We Are,Nulbarich,201706
MOON JELLYFISH,Flower,201706
ロザーナ,THE YELLOW MONKEY,201706
Knock beautiful smile,access,201706
ワンダードライブ,ORESAMA,201706
リボン,BUMP OF CHICKEN,201706
背中越しのチャンス,亀と山P,201706
B-DAY,iKON,201706
AKANE,Silent Siren,201706
フロム,TRUE,201706
お義父さん,はなわ,201706
"アイム・ザ・ワン feat.ジャスティン・ビーバー,クエヴォ,チャンス・ザ・ラッパー & リル・ウェイン",DJキャレド,201706
SKY's the limit,ぼくのりりっくのぼうよみ,201706
心,コブクロ,201706
High School Boo!,XOX,201706
ララバイ,WANIMA,201706
Precious You☆,システィーナ=フィーベル(藤田茜)&ルミア=ティンジェル(宮本侑芽)&リィエル=レイフォード(小澤亜李),201706
あなたに贈る愛の歌,THE ALFEE,201706
洗脳,RADWIMPS,201706
ノンフィクション,平井堅,201706
CHARM,WANIMA,201706
夕暮れの鳥,神聖かまってちゃん,201706
My Valentine,5tion,201706
デスティニー,シェネル,201706
BOOMBAYAH,BLACKPINK,201706
RE-ILLUSION,井口裕香,201706
LiTTLE DEViL PARADE,LiSA,201706
スカイダイビング,乃木坂46,201706
きみのうた,安田レイ,201706
バキバキ,ベイビーレイズJAPAN,201706
女子モドキ,JY,201706
adrenaline!!!,TrySail,201706
恋?で愛?で暴君です!,"Wake Up,Girls!",201706
なないろ,私立恵比寿中学,201706
KILLER KISS,寿嶺二(森久保祥太郎)&カミュ(前野智昭),201706
Blow out,鈴木このみ,201706
DIE SET DOWN,小林太郎,201706
